,x,y,z,vx,vy,vz,xa,ya,za,id
0,-97.1942038788162,-85.1976905539946,-88.43810867683901,6.158075939881268,213.19973077028237,2.3961190377839507,-8177.220968031213,-76.18800341675805,87.48254458034613,1.0
1,-42.55263525890223,-87.7042351436904,-78.20100558447957,6.114841744151583,212.75578078670247,2.0942726252676396,-8183.120523686092,-40.42710212883709,45.25535844511987,1.0
2,-56.61876255887589,-94.31648380740167,-82.57366225176571,4.171674157892653,212.8203113596569,2.1743041835043364,-8174.420200587833,-47.702305250137385,56.747690387310634,1.0
3,-76.6720436363312,-59.66392843043422,-96.30932244152567,5.310792770884982,212.97209073699423,4.034915390339428,-8196.926817209885,-83.2855859989686,61.09330614938228,1.0
4,-37.59220783523231,-75.04678477359194,-86.36668579347581,6.777684501467661,211.30361286542362,2.0553363559557667,-8190.531597687464,-49.70611354644693,34.744832643302665,1.0
5,-62.47618870123329,-70.28553689967313,-61.4141598181442,7.119567212155887,213.254871217942,3.3551189979764837,-8205.293413260593,-45.48040875515579,66.81885262221631,1.0
6,-67.85632306779593,-80.21885623993406,-77.35732081752884,5.879820024581711,211.21380106219655,3.431556367046444,-8188.610344757582,-55.62942005834744,66.13048029438934,1.0
7,-7.302086397936451,-109.61356267903857,-91.68680953599741,11.240982864311102,211.6661075651379,1.4095100462981622,-8159.49904271246,-23.337182986517256,12.783108190624382,1.0
8,-51.40235246260104,-79.46547807395618,-87.0825418406711,7.414135667906994,210.80774598760942,1.4330308660532995,-8185.527234580526,-55.09902496431205,47.26003345370985,1.0
9,-64.48025203933531,-43.60818189847837,-106.42498018369886,6.469087824723312,208.54253893913753,3.078777051582076,-8206.784915597987,-91.95975998210866,42.754006476806865,1.0
10,-43.829442034458566,-89.48558228997409,-88.62196164490243,3.9139216974851987,212.22635951526567,2.732768280287945,-8176.463283094335,-48.049858137345424,41.942580615390455,1.0
11,-45.198868856749286,-121.03788643029657,-87.21246659587281,9.978980432399778,212.45859165567893,-0.27041811843271113,-8149.485000558406,-33.638271449378536,49.935599020542085,1.0
12,-71.64045184158104,-39.370780798486095,-100.03557124287967,4.9804026529105165,211.19117066225212,1.1173567805148878,-8213.157539768716,-92.60983580067406,51.061571614202435,1.0
13,-64.16629651077301,-100.39209733792703,-95.71948942134114,7.17589925317751,211.1838140246817,3.4971929469903245,-8162.333304555487,-58.548712039810574,58.46627252264096,1.0
14,-48.83959655508564,-24.50739611806031,-103.0708581762029,4.305407583698821,211.18345023720522,-0.34046336374163894,-8226.000735605117,-90.22265126363754,26.991552016877854,2.0
15,-54.10843645710112,-2.290328185571606,-89.81805480863721,5.422161648187757,207.90051453215617,1.4650739986711372,-8251.508648161669,-92.80922429446262,33.28850489051236,2.0
16,-54.69995318596542,-2.315655964111638,-90.80337606222382,0.5093808567504013,214.24651762075013,-0.4467624297532986,-8250.977112603954,-93.82624976124777,33.355740747442866,2.0
17,-44.02259687485973,-15.572410444801642,-84.27895096031172,2.862085449994778,212.70141727430473,1.6578043547545522,-8243.152783286587,-77.77984144006892,29.66680447943225,2.0
